Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
04/10/2026,ProShares Ultra Silver,AGQ,122.12423985,121.99342161,0.10723,0.13081824,15496.53,1892501458.0657611
04/09/2026,ProShares Ultra Silver,AGQ,121.99342161,118.67223182,2.79862,3.32118979,15346.53,1872175216.56682686
04/08/2026,ProShares Ultra Silver,AGQ,118.67223182,108.43234964,9.44357,10.23988218,15496.53,1839007325.87665732
04/07/2026,ProShares Ultra Silver,AGQ,108.43234964,111.04882738,-2.35615,-2.61647774,16096.53,1745384135.22135064
04/06/2026,ProShares Ultra Silver,AGQ,111.04882738,111.27076338,-0.19946,-0.221936,16196.53,1798605219.92968188
04/02/2026,ProShares Ultra Silver,AGQ,111.27076338,121.32220753,-8.28492,-10.05144415,16646.53,1852271655.64501788
04/01/2026,ProShares Ultra Silver,AGQ,121.32220753,117.67296478,3.10117,3.64924275,15646.53,1898271074.49554078
03/31/2026,ProShares Ultra Silver,AGQ,117.67296478,104.75029326,12.33664,12.92267152,15746.53,1852940399.40535428
03/30/2026,ProShares Ultra Silver,AGQ,104.75029326,102.47358644,2.22175,2.27670682,16196.53,1696590848.29321476
03/27/2026,ProShares Ultra Silver,AGQ,102.47358644,97.13935422,5.49132,5.33423222,16346.53,1675087145.05470744
03/26/2026,ProShares Ultra Silver,AGQ,97.13935422,111.59416385,-12.95302,-14.45480963,16196.53,1573320076.24743972
03/25/2026,ProShares Ultra Silver,AGQ,111.59416385,102.54466965,8.82493,9.0494942,15896.53,1773959527.0897851
03/24/2026,ProShares Ultra Silver,AGQ,102.54466965,101.90832924,0.62442,0.63634041,16596.53,1701885276.0076359
03/23/2026,ProShares Ultra Silver,AGQ,101.90832924,102.83122286,-0.89748,-0.92289362,16846.53,1716801318.15822024
03/20/2026,ProShares Ultra Silver,AGQ,102.83122286,107.50837179,-4.35050,-4.67714893,16546.53,1701499502.66478436
03/19/2026,ProShares Ultra Silver,AGQ,107.50837179,128.66272011,-16.44171,-21.15434832,16346.53,1757388394.68290154
03/18/2026,ProShares Ultra Silver,AGQ,128.66272011,136.62866588,-5.83036,-7.96594577,15696.53,2019557731.43733786
03/17/2026,ProShares Ultra Silver,AGQ,136.62866588,139.24940784,-1.88205,-2.62074196,15596.53,2130932539.74273288
03/16/2026,ProShares Ultra Silver,AGQ,139.24940784,141.55679889,-1.63001,-2.30739105,15596.53,2171807009.86116384
03/13/2026,ProShares Ultra Silver,AGQ,141.55679889,155.295746,-8.84696,-13.73894711,15646.53,2214872134.30915614
03/12/2026,ProShares Ultra Silver,AGQ,155.295746,156.85417008,-0.99355,-1.55842408,14796.53,2297837543.378396
03/11/2026,ProShares Ultra Silver,AGQ,156.85417008,172.47659988,-9.05771,-15.6224298,14796.53,2320896805.79714208
03/10/2026,ProShares Ultra Silver,AGQ,172.47659988,153.98157199,12.01120,18.49502789,14796.53,2552054494.51601688
03/09/2026,ProShares Ultra Silver,AGQ,153.98157199,153.22240146,0.49547,0.75917053,15246.53,2347684040.86640674
03/06/2026,ProShares Ultra Silver,AGQ,153.22240146,145.66171211,5.19058,7.56068935,15596.53,2389737168.15332796
03/05/2026,ProShares Ultra Silver,AGQ,145.66171211,149.25621377,-2.40828,-3.59450166,15596.53,2271816680.12812986
03/04/2026,ProShares Ultra Silver,AGQ,149.25621377,150.29777939,-0.69300,-1.04156562,15596.53,2327878418.72536302
03/03/2026,ProShares Ultra Silver,AGQ,150.29777939,170.99446409,-12.10372,-20.6966847,16146.53,2426787002.66289914
03/02/2026,ProShares Ultra Silver,AGQ,170.99446409,188.98765093,-9.52083,-17.99318684,15996.53,2735317390.67175134
02/27/2026,ProShares Ultra Silver,AGQ,188.98765093,167.18772247,13.03919,21.79992846,15596.53,2947550811.40866918
02/26/2026,ProShares Ultra Silver,AGQ,167.18772247,183.33855452,-8.80929,-16.15083205,15296.53,2557391343.64313922
02/25/2026,ProShares Ultra Silver,AGQ,183.33855452,169.84517919,7.94451,13.49337533,15296.53,2804442966.01759752
02/24/2026,ProShares Ultra Silver,AGQ,169.84517919,166.36333859,2.09291,3.4818406,15496.53,2632010235.29249394
02/23/2026,ProShares Ultra Silver,AGQ,166.36333859,150.93315945,10.22319,15.43017914,15746.53,2619644636.55423834
02/20/2026,ProShares Ultra Silver,AGQ,150.93315945,134.60633571,12.12931,16.32682374,16296.53,2459686157.2390707
02/19/2026,ProShares Ultra Silver,AGQ,134.60633571,134.48905242,0.08721,0.11728329,16296.53,2193615649.66274346
02/18/2026,ProShares Ultra Silver,AGQ,134.48905242,120.97913308,11.16715,13.50991934,16296.53,2191704339.47789292
