Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
06/10/2025,ProShares UltraShort Silver,ZSL,250.2993325,248.2233915,0.83632,2.075941,166.03,41556297.097378
06/09/2025,ProShares UltraShort Silver,ZSL,248.2233915,257.5567514,-3.62381,-9.3333599,151.03,37488285.2140356
06/06/2025,ProShares UltraShort Silver,ZSL,257.5567514,262.442754,-1.86174,-4.8860026,151.03,38897868.95963696
06/05/2025,ProShares UltraShort Silver,ZSL,262.442754,281.227828,-6.67966,-18.785074,141.03,37011356.8027056
06/04/2025,ProShares UltraShort Silver,ZSL,281.227828,281.4611985,-0.08291,-0.2333705,101.03,28411435.0426592
06/03/2025,ProShares UltraShort Silver,ZSL,281.4611985,280.4606631,0.35675,1.0005354,106.03,29842317.6166404
06/02/2025,ProShares UltraShort Silver,ZSL,280.4606631,311.9316368,-10.08906,-31.4709737,96.03,26931627.81910584
05/30/2025,ProShares UltraShort Silver,ZSL,311.9316368,304.7070554,2.37099,7.2245814,91.03,28394013.94401152
05/29/2025,ProShares UltraShort Silver,ZSL,304.7070554,309.6029715,-1.58135,-4.8959161,91.03,27736386.30766256
05/28/2025,ProShares UltraShort Silver,ZSL,309.6029715,306.8047399,0.91206,2.7982316,101.03,31278073.6399476
05/27/2025,ProShares UltraShort Silver,ZSL,306.8047399,301.4193465,1.78668,5.3853934,101.03,30995378.37503336
05/23/2025,ProShares UltraShort Silver,ZSL,301.4193465,308.652888,-2.34358,-7.2335415,101.03,30451311.4672476
05/22/2025,ProShares UltraShort Silver,ZSL,308.652888,301.0100714,2.53906,7.6428166,91.03,28095561.2442432
05/21/2025,ProShares UltraShort Silver,ZSL,301.0100714,309.8188017,-2.84319,-8.8087303,91.03,27399863.16328496
05/20/2025,ProShares UltraShort Silver,ZSL,309.8188017,323.0724413,-4.10237,-13.2536396,91.03,28201690.17106488
05/19/2025,ProShares UltraShort Silver,ZSL,323.0724413,326.1217255,-0.93501,-3.0492842,91.03,29408121.27075032
05/16/2025,ProShares UltraShort Silver,ZSL,326.1217255,319.7254184,2.00056,6.3963071,91.03,29685686.6340532
05/15/2025,ProShares UltraShort Silver,ZSL,319.7254184,324.4303375,-1.45021,-4.7049191,91.03,29103453.82544576
05/14/2025,ProShares UltraShort Silver,ZSL,324.4303375,312.0320458,3.97340,12.3982917,96.03,31153877.36091
05/13/2025,ProShares UltraShort Silver,ZSL,312.0320458,321.3813588,-2.90910,-9.349313,106.03,33083634.50080912
05/12/2025,ProShares UltraShort Silver,ZSL,321.3813588,315.7813324,1.77339,5.6000264,106.03,34074908.50067232
05/09/2025,ProShares UltraShort Silver,ZSL,315.7813324,321.6244525,-1.81675,-5.8431201,101.03,31902251.19957536
05/08/2025,ProShares UltraShort Silver,ZSL,321.6244525,318.2363032,1.06466,3.3881493,101.03,32492560.588046
05/07/2025,ProShares UltraShort Silver,ZSL,318.2363032,307.3480797,3.54264,10.8882235,101.03,32150268.06160448
05/06/2025,ProShares UltraShort Silver,ZSL,307.3480797,325.5179166,-5.58182,-18.1698369,101.03,31050270.03900408
05/05/2025,ProShares UltraShort Silver,ZSL,325.5179166,329.8820357,-1.32293,-4.3641191,101.03,32885903.24959824
05/02/2025,ProShares UltraShort Silver,ZSL,329.8820357,325.6527806,1.29870,4.2292551,101.03,33326794.49144248
